intervention_id,intervention_url,date_announced,gta_evaluation,intervention_type,mast_chapter,is_in_force,implementing_jurisdictions,affected_hs_codes
117175,https://globaltradealert.org/intervention/117175,2023-02-07,Red,Financial grant,L: Subsidies (excl. export subsidies),Yes,Greece,"271012, 271019, 271020, 271091, 271099, 271111, 271112, 271113, 271114, 271119, 271121, 271129, 271210, 271220, 271290, 280110, 280120, 280130, 280200, 280300, 280410, 280421, 280429, 280430, 280440, 280450, 280461, 280469, 280470, 280480, 280490, 280511, 280512, 280519, 280530, 280540, 280610, 280620, 280700, 280800, 280910, 280920, 281000, 281111, 281112, 281119, 281121, 281122, 281129, 281211, 281212, 281213, 281214, 281215, 281216, 281217, 281219, 281290, 281310, 281390, 281410, 281420, 281511, 281512, 281520, 281530, 281610, 281640, 281700, 281810, 281820, 281830, 281910, 281990, 282010, 282090, 282110, 282120, 282200, 282300, 282410, 282490, 282510, 282520, 282530, 282540, 282550, 282560, 282570, 282580, 282590, 282612, 282619, 282630, 282690, 282710, 282720, 282731, 282732, 282735, 282739, 282741, 282749, 282751, 282759, 282760, 282810, 282890, 282911, 282919, 282990, 283010, 283090, 283110, 283190, 283210, 283220, 283230, 283311, 283319, 283321, 283322, 283324, 283325, 283327, 283329, 283330, 283340, 283410, 283421, 283429, 283510, 283522, 283524, 283525, 283526, 283529, 283531, 283539, 283620, 283630, 283640, 283650, 283660, 283691, 283692, 283699, 283711, 283719, 283720, 283911, 283919, 283990, 284011, 284019, 284020, 284030, 284130, 284150, 284161, 284169, 284170, 284180, 284190, 284210, 284290, 284310, 284321, 284329, 284330, 284390, 284410, 284420, 284430, 284441, 284442, 284443, 284444, 284450, 284510, 284520, 284530, 284540, 284590, 284610, 284690, 284700, 284910, 284920, 284990, 285000, 285210, 285290, 291910, 291990, 292011, 292019, 292021, 292022, 292023, 292024, 292029, 292030, 292090, 293010, 293020, 293030, 293040, 293060, 293070, 293090, 293110, 293120, 293141, 293142, 293143, 293144, 293145, 293146, 293147, 293148, 293149, 293151, 293152, 293153, 293154, 293159, 293190, 293211, 293212, 293213, 293214, 293219, 293220, 293291, 293292, 293293, 293294, 293295, 293296, 293299, 293311, 293319, 293321, 293329, 293331, 293332, 293333, 293334, 293335, 293336, 293337, 293339, 293341, 293349, 293352, 293353, 293354, 293355, 293359, 293361, 293369, 293371, 293372, 293379, 293391, 293392, 293399, 293410, 293420, 293430, 293491, 293492, 293499, 293980, 390110, 390120, 390130, 390140, 390190, 390210, 390220, 390230, 390290, 390311, 390319, 390320, 390330, 390390, 390410, 390421, 390422, 390430, 390440, 390450, 390461, 390469, 390490, 390512, 390519, 390521, 390529, 390530, 390591, 390599, 390610, 390690, 390710, 390721, 390729, 390730, 390740, 390750, 390761, 390769, 390770, 390791, 390799, 390810, 390890, 390910, 390920, 390931, 390939, 390940, 390950, 391000, 391110, 391120, 391190, 391211, 391212, 391220, 391231, 391239, 391290, 391310, 391390, 391400, 391510, 391520, 391530, 391590, 391610, 391620, 391690, 391710, 391721, 391722, 391723, 391729, 391731, 391732, 391733, 391739, 391740, 391810, 391890, 391910, 391990, 392010, 392020, 392030, 392043, 392049, 392051, 392059, 392061, 392062, 392063, 392069, 392071, 392073, 392079, 392091, 392092, 392093, 392094, 392099, 392111, 392112, 392113, 392114, 392119, 392190, 392210, 392220, 392290, 392310, 392321, 392329, 392330, 392340, 392350, 392390, 392410, 392490, 392510, 392520, 392530, 392590, 392610, 392620, 392630, 392640, 392690, 420310, 420321, 420329, 420330, 420340, 470100, 470200, 470311, 470319, 470321, 470329, 470411, 470419, 470421, 470429, 470500, 470610, 470620, 470630, 470691, 470692, 470693, 470710, 470720, 470730, 470790, 480100, 480210, 480220, 480240, 480254, 480255, 480256, 480257, 480258, 480261, 480262, 480269, 480300, 480411, 480419, 480421, 480429, 480431, 480439, 480441, 480442, 480449, 480451, 480452, 480459, 480511, 480512, 480519, 480524, 480525, 480530, 480540, 480550, 480591, 480592, 480593, 480610, 480620, 480630, 480640, 480700, 480810, 480840, 480890, 480920, 480990, 481013, 481014, 481019, 481022, 481029, 481031, 481032, 481039, 481092, 481099, 481110, 481141, 481149, 481151, 481159, 481160, 481190, 481200, 481310, 481320, 481390, 481420, 481490, 481620, 481690, 481710, 481720, 481730, 481810, 481820, 481830, 481850, 481890, 481910, 481920, 481930, 481940, 481950, 481960, 482010, 482020, 482030, 482040, 482050, 482090, 482110, 482190, 482210, 482290, 482320, 482340, 482361, 482369, 482370, 482390, 701911, 701912, 701913, 701914, 701915, 701919, 701961, 701962, 701963, 701964, 701965, 701966, 701969, 701972, 701973, 701980, 701990, 732510, 732591, 732599, 740100, 740200, 740311, 740312, 740313, 740319, 740321, 740322, 740329, 740400, 740500, 740610, 740620, 740710, 740721, 740729, 740811, 740819, 740821, 740822, 740829, 740911, 740919, 740921, 740929, 740931, 740939, 740940, 740990, 741011, 741012, 741021, 741022, 741110, 741121, 741122, 741129, 741210, 741220, 741300, 741510, 741521, 741529, 741533, 741539, 741810, 741820, 741920, 741980, 760110, 760120, 760200, 760310, 760320, 760410, 760421, 760429, 760511, 760519, 760521, 760529, 760611, 760612, 760691, 760692, 760711, 760719, 760720, 760810, 760820, 760900, 780200, 780411, 780419, 780420, 790200, 790310, 790390, 790400, 790500, 800200, 800300, 810110, 810194, 810196, 810197, 810199, 810210, 810294, 810295, 810296, 810297, 810299, 810320, 810330, 810391, 810411, 810419, 810420, 810430, 810490, 810520, 810530, 810590, 810610, 810820, 810830, 810890, 811010, 811020, 811090, 811100, 811212, 811213, 811219, 811221, 811222, 811229, 811231, 811239, 811241, 811249, 811251, 811252, 811259, 811292, 811299, 811300"
121637,https://globaltradealert.org/intervention/121637,2023-02-06,Green,Tax-based export incentive,P: Export-related measures (incl. subsidies),Yes,Argentina,"280519, 282520, 282739, 283691"
121638,https://globaltradealert.org/intervention/121638,2023-02-06,Green,Tax-based export incentive,P: Export-related measures (incl. subsidies),Yes,Argentina,"282520, 282739, 283691"
115820,https://globaltradealert.org/intervention/115820,2023-02-03,Red,Export tax,P: Export-related measures (incl. subsidies),No,India,"271012, 271019, 271020, 271091, 271099"
115821,https://globaltradealert.org/intervention/115821,2023-02-03,Red,Export tax,P: Export-related measures (incl. subsidies),No,India,271019
119451,https://globaltradealert.org/intervention/119451,2023-02-03,Red,Public procurement localisation,M: Government procurement restrictions,Yes,United States of America,"720610, 720690, 720711, 720712, 720719, 720720, 720810, 720825, 720826, 720827, 720836, 720837, 720838, 720839, 720840, 720851, 720852, 720853, 720854, 720890, 720915, 720916, 720917, 720918, 720925, 720926, 720927, 720928, 720990, 721011, 721012, 721020, 721030, 721041, 721049, 721050, 721061, 721069, 721070, 721090, 721113, 721114, 721119, 721123, 721129, 721190, 721210, 721220, 721230, 721240, 721250, 721260, 721310, 721320, 721391, 721399, 721410, 721420, 721430, 721491, 721499, 721510, 721550, 721590, 721610, 721621, 721622, 721631, 721632, 721633, 721640, 721650, 721661, 721669, 721691, 721699, 721710, 721720, 721730, 721790, 721810, 721891, 721899, 721911, 721912, 721913, 721914, 721921, 721922, 721923, 721924, 721931, 721932, 721933, 721934, 721935, 721990, 722011, 722012, 722020, 722090, 722100, 722211, 722219, 722220, 722230, 722240, 722300, 722410, 722490, 722511, 722519, 722530, 722540, 722550, 722591, 722592, 722599, 722611, 722619, 722620, 722691, 722692, 722699, 722710, 722720, 722790, 722810, 722820, 722830, 722840, 722850, 722860, 722870, 722880, 722920, 722990, 730110, 730120, 730210, 730230, 730240, 730290, 730411, 730419, 730422, 730423, 730424, 730429, 730431, 730439, 730441, 730449, 730451, 730459, 730490, 730511, 730512, 730519, 730520, 730531, 730539, 730590, 730611, 730619, 730621, 730629, 730630, 730640, 730650, 730661, 730669, 730690, 730711, 730719, 730721, 730722, 730723, 730729, 730791, 730792, 730793, 730799, 732510, 732591, 732599, 732611, 732619, 732620, 732690"
130305,https://globaltradealert.org/intervention/130305,2023-02-03,Red,Financial grant,L: Subsidies (excl. export subsidies),Yes,Germany,"250410, 250490, 260200, 260300, 260400, 260500, 260700, 260900, 261400, 262030, 280461, 280469, 281122, 282010, 282090, 282200, 282300, 282410, 282490, 282520, 282540, 282550, 282735, 282741, 283324, 283325, 283691, 284920, 720211, 720219, 720221, 720229, 720230, 720260, 720291, 722511, 722519, 722611, 722619, 722691, 722692, 722699, 722720, 722820, 722920, 722990, 740100, 740200, 740311, 740312, 740313, 740319, 740321, 740322, 740329, 740400, 740500, 740610, 740620, 740710, 740721, 740729, 740811, 740819, 740821, 740822, 740829, 740911, 740919, 740921, 740929, 740931, 740939, 740940, 740990, 741011, 741012, 741021, 741022, 750110, 750120, 750210, 750220, 750300, 750400, 750511, 750512, 750521, 750522, 750610, 750620, 780110, 780191, 780199, 780200, 780411, 780419, 780420, 780600, 800110, 800120, 800200, 800300, 800700, 810520, 810530, 810590, 810820, 810830, 810890, 811100, 811231, 811239, 811292, 811299, 850610, 850630, 850640, 850650, 850660, 850680, 850690, 850710, 850720, 850730, 850750, 850760, 850780, 850790"
131439,https://globaltradealert.org/intervention/131439,2023-02-03,Red,Public procurement localisation,M: Government procurement restrictions,No,United States of America,"440611, 440612, 440691, 440692, 720110, 720120, 720150, 720211, 720219, 720221, 720229, 720230, 720241, 720249, 720250, 720260, 720270, 720280, 720291, 720292, 720293, 720299, 720310, 720390, 720410, 720421, 720429, 720430, 720441, 720449, 720450, 720510, 720521, 720529, 720610, 720690, 720711, 720712, 720719, 720720, 720810, 720825, 720826, 720827, 720836, 720837, 720838, 720839, 720840, 720851, 720852, 720853, 720854, 720890, 720915, 720916, 720917, 720918, 720925, 720926, 720927, 720928, 720990, 721011, 721012, 721020, 721030, 721041, 721049, 721050, 721061, 721069, 721070, 721090, 721113, 721114, 721119, 721123, 721129, 721190, 721210, 721220, 721230, 721240, 721250, 721260, 721310, 721320, 721391, 721399, 721410, 721420, 721430, 721491, 721499, 721510, 721550, 721590, 721610, 721621, 721622, 721631, 721632, 721633, 721640, 721650, 721661, 721669, 721691, 721699, 721710, 721720, 721730, 721790, 721810, 721891, 721899, 721911, 721912, 721913, 721914, 721921, 721922, 721923, 721924, 721931, 721932, 721933, 721934, 721935, 721990, 722011, 722012, 722020, 722090, 722100, 722211, 722219, 722220, 722230, 722240, 722300, 722410, 722490, 722511, 722519, 722530, 722540, 722550, 722591, 722592, 722599, 722611, 722619, 722620, 722691, 722692, 722699, 722710, 722720, 722790, 722810, 722820, 722830, 722840, 722850, 722860, 722870, 722880, 722920, 722990, 730110, 730120, 730210, 730230, 730240, 730290, 730300, 730411, 730419, 730422, 730423, 730424, 730429, 730431, 730439, 730441, 730449, 730451, 730459, 730490, 730511, 730512, 730519, 730520, 730531, 730539, 730590, 730611, 730619, 730621, 730629, 730630, 730640, 730650, 730661, 730669, 730690, 730711, 730719, 730721, 730722, 730723, 730729, 730791, 730792, 730793, 730799, 730810, 730820, 730830, 730840, 730890, 730900, 731010, 731021, 731029, 731100, 731210, 731290, 731300, 731412, 731414, 731419, 731420, 731431, 731439, 731441, 731442, 731449, 731450, 731511, 731512, 731519, 731520, 731581, 731582, 731589, 731590, 731600, 731700, 731811, 731812, 731813, 731814, 731815, 731816, 731819, 731821, 731822, 731823, 731824, 731829, 731940, 731990, 732010, 732020, 732090, 732111, 732112, 732119, 732181, 732182, 732189, 732190, 732211, 732219, 732290, 732310, 732391, 732392, 732393, 732394, 732399, 732410, 732421, 732429, 732490, 732510, 732591, 732599, 732611, 732619, 732620, 732690, 860110, 860120, 860210, 860290, 860310, 860390, 860400, 860610, 860630, 860691, 860692, 860699"
133998,https://globaltradealert.org/intervention/133998,2023-02-03,Red,Internal taxation of imports,"F:  Price-control measures, including additional taxes and charges",No,Mexico,"271012, 271019, 271020"
117442,https://globaltradealert.org/intervention/117442,2023-02-02,Red,Production subsidy,L: Subsidies (excl. export subsidies),Yes,Thailand,850760
117444,https://globaltradealert.org/intervention/117444,2023-02-02,Red,Tax or social insurance relief,L: Subsidies (excl. export subsidies),Yes,Thailand,850760
106509,https://globaltradealert.org/intervention/106509,2023-02-01,Red,Local content requirement,I: Trade-related investment measures,Yes,Indonesia,382600
115583,https://globaltradealert.org/intervention/115583,2023-02-01,Green,Import tariff,Tariff measures,Yes,Australia,"382499, 848110"
115642,https://globaltradealert.org/intervention/115642,2023-02-01,Green,Import tariff,Tariff measures,Yes,Australia,"731582, 848140, 848180, 848190"
115643,https://globaltradealert.org/intervention/115643,2023-02-01,Green,Import tariff,Tariff measures,Yes,Australia,842199
115708,https://globaltradealert.org/intervention/115708,2023-02-01,Green,Other import charges,"F:  Price-control measures, including additional taxes and charges",Yes,India,"270111, 270112, 270119, 270120, 270210, 270220, 270300"
115755,https://globaltradealert.org/intervention/115755,2023-02-01,Red,Export licensing requirement,P: Export-related measures (incl. subsidies),Yes,United States of America,"261210, 261220, 262099, 270710, 270720, 270730, 270740, 270750, 270799, 271012, 271019, 271020, 271112, 271113, 271114, 271119, 271129, 271220, 271290, 280429, 280450, 280512, 280519, 281000, 281111, 281112, 281129, 281211, 281290, 281390, 281990, 282110, 282510, 282560, 282590, 282619, 282690, 282739, 282749, 282759, 282890, 282990, 283010, 283090, 283220, 283329, 283330, 283340, 283410, 283429, 283510, 283529, 283539, 283699, 283711, 283719, 283990, 284020, 284030, 284190, 284290, 284410, 284420, 284430, 284441, 284442, 284443, 284444, 284450, 284510, 284520, 284530, 284540, 284590, 284920, 284990, 285000, 290343, 290344, 290345, 290346, 290347, 290348, 290349, 290351, 290359, 290376, 290383, 290389, 290399, 290491, 290519, 290559, 290930, 290941, 290943, 290944, 291419, 291817, 291819, 292011, 292019, 292021, 292022, 292023, 292024, 292029, 292030, 292090, 292111, 292112, 292113, 292114, 292119, 292144, 292217, 292218, 292219, 292529, 292800, 292990, 293010, 293060, 293070, 293090, 293110, 293120, 293141, 293142, 293143, 293144, 293145, 293146, 293147, 293148, 293149, 293151, 293152, 293153, 293154, 293159, 293190, 293334, 293335, 293336, 293337, 293339, 293392, 293399, 300249, 300251, 300259, 320620, 320649, 321410, 340399, 340420, 340490, 360200, 360310, 360320, 360330, 360340, 360350, 360360, 370400, 370710, 380110, 380190, 381511, 381512, 381519, 381590, 381800, 381900, 382219, 382290, 382484, 382485, 382486, 382487, 382488, 382489, 382491, 382492, 382499, 382569, 382600, 390290, 390330, 390469, 390490, 390591, 390599, 390690, 390721, 390791, 391000, 391110, 391120, 391190, 391400, 391690, 391721, 391722, 391729, 391733, 391740, 391990, 392094, 392099, 392119, 392190, 392390, 392620, 392690, 400219, 400220, 400241, 400249, 400251, 400259, 400291, 400299, 400921, 400922, 400941, 400942, 401519, 401590, 401610, 401693, 401699, 401700, 490110, 490199, 490600, 491199, 540211, 540219, 540220, 540310, 540710, 550311, 550319, 550320, 550390, 550610, 550640, 550690, 550911, 550912, 560490, 560750, 590210, 590220, 590290, 590390, 621010, 621040, 621050, 621133, 621143, 621600, 630790, 640192, 680610, 681299, 681511, 681512, 681513, 681599, 690310, 690320, 690390, 690911, 690912, 690919, 690990, 691410, 691490, 700220, 701090, 701400, 701911, 701912, 701913, 701914, 701915, 701961, 701962, 701963, 701964, 701965, 701966, 701969, 701972, 701973, 701980, 701990, 702000, 710421, 710429, 710499, 710692, 710813, 711019, 711029, 711039, 711049, 711510, 711590, 720280, 720291, 720299, 721891, 721899, 721911, 721912, 721913, 721914, 721921, 721922, 721923, 721924, 721931, 721932, 721933, 721934, 721935, 721990, 722011, 722012, 722020, 722090, 722211, 722219, 722220, 722230, 722240, 722490, 722511, 722519, 722530, 722540, 722550, 722591, 722592, 722599, 722611, 722620, 722691, 722692, 722699, 722810, 722830, 722840, 722850, 722860, 722880, 730441, 730449, 730451, 730459, 730490, 730630, 730640, 730650, 730661, 730669, 730690, 730900, 731010, 731021, 731029, 732619, 732620, 732690, 741021, 750220, 750300, 750400, 750512, 750522, 750620, 750711, 750712, 750720, 750890, 760120, 760200, 760310, 760320, 760429, 760529, 760692, 760820, 760900, 761210, 761290, 761699, 780600, 790700, 800300, 800700, 810110, 810194, 810196, 810197, 810199, 810210, 810296, 810299, 810399, 810411, 810419, 810430, 810490, 810590, 810610, 810820, 810890, 811090, 811100, 811212, 811213, 811219, 811221, 811231, 811239, 811241, 811249, 811259, 811292, 811299, 811300, 820730, 840110, 840120, 840130, 840140, 840710, 840810, 840910, 841111, 841112, 841121, 841122, 841181, 841182, 841191, 841199, 841210, 841221, 841229, 841231, 841239, 841280, 841290, 841350, 841360, 841370, 841381, 841382, 841391, 841410, 841430, 841440, 841459, 841460, 841470, 841480, 841490, 841780, 841861, 841869, 841899, 841933, 841939, 841940, 841950, 841989, 841990, 842119, 842121, 842122, 842129, 842139, 842199, 842230, 842420, 842430, 842449, 842482, 842489, 842611, 842619, 842699, 842839, 842870, 842890, 843149, 844331, 844332, 844399, 844400, 844610, 844621, 844629, 844630, 844711, 844712, 844720, 844790, 844820, 844839, 844842, 844849, 844859, 845420, 845430, 845490, 845611, 845620, 845630, 845650, 845690, 845710, 845720, 845730, 845811, 845891, 845910, 845921, 845931, 845941, 845949, 845951, 845961, 846022, 846023, 846024, 846040, 846120, 846140, 846190, 846290, 846390, 846420, 846490, 846520, 846592, 846593, 846599, 846610, 846620, 846630, 846691, 846692, 846693, 846694, 846880, 846890, 847130, 847141, 847149, 847150, 847160, 847170, 847180, 847190, 847330, 847420, 847521, 847590, 847780, 847950, 847982, 847983, 847989, 847990, 848041, 848049, 848110, 848120, 848130, 848140, 848180, 848190, 848210, 848230, 848250, 848280, 848291, 848299, 848310, 848330, 848340, 848420, 848490, 848510, 848610, 848620, 848630, 848640, 848690, 848710, 848790, 850132, 850133, 850134, 850171, 850172, 850300, 850410, 850440, 850450, 850511, 850590, 850650, 850680, 850750, 850760, 850780, 850819, 850860, 850870, 851411, 851419, 851420, 851431, 851432, 851439, 851440, 851490, 851511, 851519, 851521, 851529, 851531, 851539, 851580, 851590, 851680, 851711, 851713, 851714, 851718, 851761, 851762, 851769, 851771, 851779, 851840, 851890, 851981, 851989, 852110, 852190, 852290, 852329, 852349, 852351, 852352, 852359, 852380, 852550, 852560, 852581, 852582, 852583, 852589, 852610, 852691, 852692, 852713, 852719, 852721, 852729, 852791, 852792, 852799, 852842, 852849, 852852, 852859, 852910, 852990, 853180, 853190, 853225, 853229, 853321, 853510, 853521, 853529, 853530, 853540, 853590, 853610, 853620, 853630, 853641, 853649, 853650, 853661, 853669, 853670, 853690, 853710, 853720, 853890, 854020, 854079, 854089, 854091, 854099, 854110, 854121, 854129, 854130, 854141, 854142, 854143, 854149, 854151, 854159, 854160, 854190, 854231, 854232, 854233, 854239, 854310, 854320, 854330, 854370, 854390, 854411, 854419, 854420, 854442, 854449, 854470, 854511, 854519, 854590, 860400, 860900, 870422, 870423, 870432, 870442, 870443, 870590, 880100, 880211, 880212, 880220, 880230, 880240, 880260, 880521, 880529, 880610, 880621, 880622, 880623, 880624, 880629, 880691, 880692, 880693, 880694, 880699, 890110, 890120, 890130, 890190, 890200, 890590, 890690, 900110, 900190, 900290, 900510, 900580, 900630, 900640, 900653, 900659, 900691, 900699, 900710, 900791, 901310, 901320, 901380, 901390, 901410, 901420, 901480, 901490, 901580, 901590, 901720, 901850, 901890, 902000, 902212, 902219, 902229, 902230, 902290, 902300, 902410, 902480, 902490, 902519, 902610, 902620, 902680, 902690, 902710, 902720, 902730, 902750, 902781, 902789, 902790, 902920, 903010, 903020, 903033, 903040, 903082, 903089, 903090, 903110, 903120, 903141, 903149, 903180, 903190, 903300, 930390, 930400, 930591, 930599, 930690, 940549, 962000"
115825,https://globaltradealert.org/intervention/115825,2023-02-01,Red,Import tariff,Tariff measures,Yes,India,"270120, 270210, 270220, 270300, 271012, 271019, 271020, 271091, 271099, 710691, 710692, 870310, 870321, 870322, 870323, 870324, 870331, 870332, 870333, 870340, 870350, 870360, 870370, 870390"
115829,https://globaltradealert.org/intervention/115829,2023-02-01,Red,Import tariff,Tariff measures,Yes,India,"290250, 290321, 400510, 400520, 400591, 400599, 710610, 710700, 710820, 710900, 711100, 711230, 711291, 711292, 711299, 711311, 711319, 711320, 711411, 711419, 711420, 711711, 711719, 711790, 711810, 711890, 841460, 871200, 950300"
115858,https://globaltradealert.org/intervention/115858,2023-02-01,Green,Import tariff,Tariff measures,No,India,"251990, 282010, 282090, 282110, 282200, 282540, 282550, 282739, 283692, 382484, 382485, 382486, 382487, 382488, 382489, 382491, 382492, 382499, 390140, 390190, 390220, 390530, 390799, 690919, 841370, 841410, 841869, 841933, 841939, 842010, 842489, 846490, 847780, 847981, 847982, 848520, 850720, 851431, 851432, 851439, 851490, 851629, 851680, 851690, 853400, 854290, 900190"
116207,https://globaltradealert.org/intervention/116207,2023-02-01,Red,Tax or social insurance relief,L: Subsidies (excl. export subsidies),No,India,"690919, 850650, 850760, 853690"
116215,https://globaltradealert.org/intervention/116215,2023-02-01,Green,Import tariff,Tariff measures,Yes,India,"847989, 851771, 851981, 852990, 854239"
